1	2	4
1	3	1
1	4	57
1	5	6
1	6	13
1	7	19
1	8	21
1	9	1
1	10	8
1	11	2
1	12	2
1	13	10
1	14	6
1	15	9
1	16	3
1	17	3
1	18	8
1	19	1
1	20	4
1	21	4
1	22	2
1	24	3
1	33	4
1	39	2
1	42	1
1	43	16
1	44	2
1	45	3
1	46	3
1	49	2
1	50	1
1	51	1
1	52	8
1	56	2
1	63	2
1	73	3
1	74	1
1	76	2
1	81	1
1	86	1
1	91	1
2	4	3
2	7	1
2	8	2
2	10	1
2	12	1
2	13	1
2	15	1
2	18	1
2	21	2
2	22	2
2	49	1
2	63	1
2	91	1
3	8	1
3	28	1
3	43	1
3	75	1
4	5	9
4	6	30
4	7	23
4	8	29
4	9	1
4	10	21
4	11	3
4	12	12
4	13	15
4	14	11
4	15	20
4	16	18
4	17	10
4	18	7
4	19	3
4	20	6
4	21	3
4	22	11
4	24	20
4	26	4
4	27	3
4	28	3
4	29	1
4	30	6
4	31	1
4	33	5
4	34	6
4	37	2
4	39	3
4	40	3
4	41	1
4	42	2
4	43	24
4	44	2
4	46	6
4	49	12
4	50	2
4	51	5
4	52	1
4	53	1
4	56	2
4	58	1
4	61	2
4	62	1
4	63	3
4	65	1
4	66	1
4	74	3
4	75	1
4	76	2
4	77	1
4	81	1
4	83	1
4	86	1
4	91	1
4	92	1
4	93	1
4	98	1
4	100	1
5	6	14
5	7	5
5	8	8
5	10	5
5	11	1
5	12	3
5	13	9
5	14	2
5	15	8
5	16	9
5	17	3
5	20	1
5	21	2
5	22	2
5	26	1
5	30	1
5	34	2
5	40	1
5	42	1
5	43	1
5	46	3
5	51	2
5	China	1
5	56	1
5	58	2
5	73	1
5	85	1
6	7	9
6	8	16
6	9	1
6	10	16
6	11	4
6	12	6
6	13	12
6	14	7
6	15	18
6	16	11
6	17	4
6	18	2
6	20	1
6	21	8
6	22	5
6	23	1
6	24	8
6	26	1
6	27	3
6	28	1
6	30	2
6	31	1
6	33	5
6	34	2
6	36	1
6	37	6
6	38	1
6	39	6
6	40	5
6	42	2
6	43	6
6	44	1
6	46	3
6	49	11
6	50	2
6	51	2
6	53	4
6	China	3
6	56	1
6	58	1
6	61	1
6	63	1
6	65	1
6	66	1
6	67	1
6	75	1
6	80	1
6	81	2
6	90	1
6	92	1
6	93	1
6	95	1
7	8	9
7	9	1
7	10	7
7	11	1
7	12	5
7	13	5
7	14	5
7	15	1
7	16	9
7	17	1
7	18	2
7	20	3
7	22	4
7	24	4
7	26	1
7	27	1
7	28	4
7	30	2
7	37	1
7	39	1
7	43	4
7	45	1
7	46	2
7	51	4
7	52	1
7	53	1
7	58	1
7	72	1
7	75	1
7	81	1
7	86	1
7	88	1
8	9	1
8	10	8
8	11	2
8	12	6
8	13	12
8	14	25
8	15	12
8	16	10
8	17	3
8	18	2
8	19	2
8	20	3
8	21	2
8	22	4
8	23	1
8	24	5
8	27	1
8	31	1
8	33	3
8	34	4
8	39	4
8	42	2
8	43	5
8	44	1
8	46	2
8	49	3
8	51	7
8	52	1
8	China	1
8	56	1
8	63	2
8	72	1
8	73	4
8	79	1
8	81	1
8	90	1
8	91	1
9	10	1
9	11	1
9	12	1
9	14	1
9	73	1
9	78	1
10	11	3
10	12	4
10	13	11
10	14	1
10	15	10
10	16	15
10	17	1
10	18	2
10	20	1
10	21	4
10	22	6
10	24	6
10	26	2
10	30	4
10	33	2
10	34	1
10	37	1
10	39	3
10	40	2
10	42	1
10	43	2
10	44	1
10	45	1
10	46	4
10	49	3
10	58	1
10	61	1
10	63	1
10	73	1
10	74	3
10	81	1
10	91	1
10	99	1
11	12	3
11	13	2
11	15	1
11	16	2
11	20	1
11	24	1
11	37	1
11	43	2
11	51	1
12	13	5
12	14	3
12	15	2
12	16	4
12	21	2
12	22	1
12	24	2
12	31	1
12	39	3
12	42	1
12	43	2
12	44	2
12	49	6
12	53	1
12	72	2
12	73	1
12	89	1
13	14	5
13	15	7
13	16	9
13	17	2
13	18	2
13	20	2
13	21	2
13	22	5
13	24	13
13	25	2
13	27	1
13	30	1
13	32	2
13	33	2
13	34	10
13	35	4
13	37	2
13	39	1
13	43	9
13	44	1
13	45	1
13	46	2
13	47	1
13	48	1
13	49	1
13	51	1
13	52	1
13	53	8
13	54	5
13	58	4
13	59	5
13	63	1
13	72	1
13	73	1
13	74	1
13	81	1
13	85	2
13	86	1
13	91	1
13	95	2
13	96	1
14	15	3
14	16	10
14	17	1
14	18	1
14	19	1
14	20	1
14	22	1
14	24	4
14	31	1
14	33	1
14	34	1
14	39	1
14	40	1
14	42	1
14	43	1
14	46	3
14	49	1
14	51	6
14	52	1
14	63	1
14	72	1
14	73	1
14	81	1
14	83	1
15	16	1
15	18	2
15	21	3
15	22	4
15	24	2
15	27	1
15	28	2
15	33	2
15	37	4
15	39	4
15	40	1
15	49	2
15	61	1
15	63	3
15	66	1
15	73	1
15	91	1
15	92	1
15	93	1
16	17	1
16	21	1
16	22	17
16	24	5
16	28	1
16	29	1
16	30	9
16	33	2
16	34	2
16	39	3
16	43	7
16	45	1
16	46	2
16	50	2
16	51	5
16	58	1
16	59	1
16	61	1
16	63	1
16	72	5
16	81	1
16	87	1
17	18	2
17	20	1
17	22	1
17	24	1
17	27	1
17	33	1
17	37	1
17	43	2
17	46	1
17	48	1
17	53	1
17	81	1
18	20	1
18	22	1
18	24	1
18	37	1
18	39	1
18	40	1
18	43	1
18	53	1
18	57	1
18	63	1
18	81	1
18	82	1
18	91	1
19	34	1
20	21	1
20	24	1
20	34	2
20	40	1
20	43	2
20	56	1
20	81	1
21	22	2
21	23	1
21	34	1
21	35	1
21	37	1
21	39	1
21	42	2
21	43	1
21	44	1
21	49	1
21	53	1
21	56	1
21	73	1
21	78	1
21	81	1
22	23	1
22	24	1
22	28	2
22	30	4
22	32	1
22	33	1
22	36	1
22	39	1
22	43	1
22	46	1
22	50	2
22	51	2
22	63	1
22	73	1
22	77	3
22	91	1
24	26	1
24	28	1
24	33	4
24	34	2
24	37	1
24	39	1
24	43	4
24	45	1
24	46	3
24	47	1
24	51	1
24	72	1
24	74	1
24	81	1
24	83	1
24	92	1
24	93	1
26	40	1
26	46	1
27	43	1
27	53	1
28	29	1
28	30	1
28	43	1
28	101	1
29	30	1
30	51	1
30	58	1
31	49	1
32	34	2
32	35	1
32	85	1
33	43	1
33	46	2
33	74	3
33	76	1
34	35	5
34	46	1
34	China	1
34	60	1
34	73	1
34	85	1
35	46	1
36	81	1
37	49	3
37	50	2
38	39	1
38	46	1
39	43	2
39	44	1
39	49	2
39	82	1
39	83	1
39	91	2
40	41	1
40	43	1
40	46	2
40	53	2
40	China	2
41	46	1
43	44	1
43	46	1
43	49	3
43	51	2
43	73	1
43	74	1
43	75	1
43	76	1
43	81	1
43	98	1
44	49	2
45	65	1
46	47	1
46	51	1
46	China	1
46	65	1
48	53	1
49	50	2
49	75	1
51	68	1
51	73	1
52	53	1
52	73	1
58	59	1
61	62	1
63	91	1
69	76	1
74	76	1
75	88	1
85	95	1
85	96	1
92	93	1
95	96	1
