"","otolith.area","otolith.length","otolith.width","otolith.perimeter"
"1",1.37432361764491,1.5738116868509,1.13675293999352,4.44774943758808
"2",1.44931791764818,1.54315725239532,1.18210800057614,4.53165689556325
"3",1.30659580205677,1.49414294824055,1.15581972606021,4.28025016618006
"4",1.32251930345752,1.61306709812069,1.12708492928357,4.40816462709514
"5",1.30388989294077,1.6441921197802,1.09816013911831,4.60405482863123
"6",1.21432787692638,1.45463486041114,1.07721356194112,4.17981670120698
"7",1.39364105388262,1.51369651363925,1.19725766142941,4.34728434833089
"8",1.22432923748979,1.49366496315848,1.05595039650553,4.18524521779176
"9",0.958601424268326,1.19177529378682,1.0345842795106,3.61788668476836
"10",2.67804313616695,2.07738132151219,1.70801225971337,6.13160274229047
"11",3.08264901174876,2.27480542480995,1.79128168339105,6.6786589248955
"12",2.0457370668477,1.93630984562142,1.39964421752752,5.47089108978968
"13",2.09199254947279,1.96756499841735,1.42957141965609,5.4714397414382
"14",1.89607147832943,1.79887508171652,1.36189192787443,5.16912125459925
"15",1.93913002290833,1.82920773744108,1.39523782962781,5.22812980697119
"16",1.16038515704962,1.43931460691067,1.03465225436708,4.04072511489008
"17",1.25483605908409,1.39521151053158,1.17548974095579,4.23137564725111
"18",1.14198533423597,1.34968862056053,1.06871905253263,3.99934865707021
"19",1.19114553659176,1.34551262242663,1.14284377912202,3.99069068637282
"20",1.2786359025194,1.53051403499472,1.09828737826769,4.27565758053987
"21",1.27312766162561,1.41836968099486,1.1498005707714,4.18060623219487
"22",1.16910595348977,1.42698100595398,1.10585067532408,4.02420312372202
"23",1.18751434043726,1.41772800157073,1.03936916316365,4.02516110971088
"24",1.24753685245117,1.46117187828564,1.10381222421829,4.32472523271893
"25",1.13365309112823,1.37233876471026,1.05067320623322,3.97448481590451
"26",1.14920787777894,1.43413039258921,1.09555802554905,4.03377366427007
"27",1.44355445182273,1.62297598686261,1.21313701556117,4.50029688628647
"28",1.1896001713917,1.37486030014898,1.09450019844255,4.06357253011975
"29",1.08018279352877,1.27560706305032,1.11423756017213,3.97496217745145
"30",2.36517784968321,1.94110494963203,1.51851380297565,5.710821414601
"31",1.05112880354486,1.35949350104709,1.00725824543319,3.96602729059655
"32",1.49617683231132,1.59784604199945,1.23874923934913,4.64856326537839
"33",1.3953248775298,1.5390434835684,1.16954129472907,4.54607036657941
"34",1.31207273517873,1.47114217542379,1.15248853508256,4.29515441490217
"35",1.2337397532164,1.38927552414375,1.15960569498147,4.12652462163846
"36",1.13897292820773,1.40705861436311,1.07400997911384,4.02129414181397
"37",1.2065484711627,1.40299336232562,1.15053822358754,4.10001649747616
"38",1.73393079127088,1.74966042930683,1.35461840435443,4.9895191352198
"39",1.19758136161775,1.38808365800463,1.13644908475601,4.07347968414548
"40",1.32288844997779,1.46906299267826,1.16263776144979,4.37234508326051
"41",1.52640442282222,1.68028792312765,1.17128123655171,4.72074564887962
"42",1.53155072408942,1.51459310800962,1.33554048558079,4.62536322895354
"43",2.01655649656067,1.87160532569407,1.35722376808685,5.59284417420077
"44",1.17000507110062,1.33610176679072,1.1468211269385,4.0660452721154
"45",1.37162741546821,1.53440572851263,1.20780475522312,4.36818706794277
"46",1.36680808069269,1.45527554237423,1.21533219911482,4.41615082738165
"47",1.2511621450215,1.48128707876476,1.11609031367474,4.2538212449833
"48",1.08006873331885,1.27918753741224,1.12497358086975,3.89271954037913
"49",1.35811282140297,1.48873667151853,1.22109970002538,4.36901550571451
"50",1.25920497684916,1.5040308796157,1.11234373983903,4.18582656799965
"51",1.18840378623637,1.35357588209866,1.11312354697926,4.07617235016207
"52",1.11062006548156,1.34524622130739,1.07620873227749,3.90430152161272
"53",1.31716485758509,1.49097095561753,1.16558500202092,4.24501502086373
"54",1.11957784366005,1.35482292023598,1.05851343930881,4.07468803026735
"55",1.16555529961138,1.3519000767882,1.1025876966367,4.00751171125943
"56",1.17718840797752,1.39523792189478,1.11368388139327,4.05107979713561
"57",1.30854615713667,1.43518095092451,1.22065740494295,4.35470117143335
"58",1.31114962177352,1.48208393833693,1.18871280643153,4.31439995568789
"59",1.30331247020451,1.5168238983433,1.12201400120082,4.26702395205516
"60",1.12443197662468,1.38875991898227,1.07687491915562,3.93942567564034
"61",1.04061609242097,1.33106735514816,1.02546921279522,3.8246111013271
"62",1.20360454459461,1.38216939474714,1.10247905616286,4.08975619650252
"63",1.22976800859226,1.40631352867536,1.16520633448495,4.15477587132608
"64",1.01504911080856,1.31456187086736,1.01376258702738,3.75130778410985
"65",1.14307412797132,1.38018298009939,1.07396947675823,3.98534391737106
"66",1.21148968808031,1.38981148640239,1.13180433118977,4.09061948357003
"67",1.11346357231624,1.32798840864415,1.10506918960372,3.97228099825321
"68",1.21720356363134,1.38063739424894,1.0983977947818,4.11666704902276
"69",1.19520343054551,1.43163304011869,1.0927086217439,4.1059307965085
"70",1.32155996995319,1.51705672774585,1.1332940157637,4.28586166766919
"71",1.2900932233502,1.50483617525288,1.14994427419998,4.31092052296639
"72",2.64861546400965,2.25065827156631,1.52030940040846,6.37196356930018
"73",2.72588836461407,2.12072106368061,1.66616885269111,6.19201803255424
"74",2.18560085081176,2.04261116525746,1.4155953909445,5.70349501495148
"75",2.19150172639136,1.89572649611777,1.5010232251489,5.56480709743686
"76",2.05470544475892,1.77165956332469,1.43599938499694,5.3410804849786
"77",1.78792107150856,1.71409607056681,1.35854703387896,4.95773237821275
"78",1.82785607849689,1.73199592410735,1.35573869265866,5.1393913768543
"79",1.61244193539328,1.6286604162792,1.27741440766325,4.78127994293459
"80",1.61824203505672,1.59366574783093,1.25795007996917,4.69181700184266
"81",3.15602833231758,2.43742996335477,1.68458363361181,6.69137471052937
"82",2.13448302690615,1.90999853864661,1.47553954720561,5.56716618728084
"83",2.29964369745099,1.99711543808973,1.500139699529,5.65577998498283
"84",1.77809933231562,1.77916591745508,1.32507153522286,5.1982340650375
"85",1.73566281250174,1.7337987013943,1.35300520444421,4.86098905807557
"86",1.7696476664801,1.68894349739891,1.29790967181796,4.89839559460634
"87",0.742544259985983,1.0758087127004,0.897188171051385,3.19879591039849
