"","otolith.area","otolith.length","otolith.width","otolith.perimeter"
"1",3.56611463244748,2.54210803396168,1.80752752093294,7.22194786015327
"2",3.17451572508904,2.29670650281792,1.8397404307042,6.68769708332033
"3",2.62755045793345,2.12282984434948,1.58147863090933,5.99669006583076
"4",3.22914953255492,2.35154507361906,1.76338319570927,6.78892533813286
"5",2.92659152087017,2.20288242554483,1.65462553385889,6.45326436314523
"6",2.46848490314299,2.15651552711821,1.4834246479247,5.91917540376483
"7",2.14690614522378,1.8911438364181,1.5073250643337,5.50374564090448
"8",1.93301552244421,1.75526559913369,1.40830000393065,5.23940550885288
"9",3.55210526179773,2.45315704278465,1.87001644542695,7.17178630200199
"10",2.94234223504956,2.2079687291953,1.73087083526441,6.39876091138131
"11",2.78483849511785,2.16119640343921,1.6568766887959,6.25839091110653
"12",2.55749988772027,1.94411345555505,1.67556159407739,5.8791455453303
"13",2.57645545593579,2.00714751061338,1.61445556294417,6.02585026782567
"14",2.29431413841748,1.91160600251853,1.56167614189934,5.64041376071428
"15",1.81793952761278,1.73567964939386,1.33486377410908,4.9781649060144
"16",2.74096995738752,2.18687934395107,1.59577435110892,6.29228999992795
"17",2.97117672070971,2.25194323984989,1.71098983131009,6.71493415885585
"18",2.95738050998805,2.10984006906934,1.77893913428523,6.54858674476104
"19",2.5741780935237,2.09767091249277,1.67817772664477,6.24844497148566
"20",3.11563110318487,2.38978055016536,1.63853346041098,6.70525939982646
"21",3.12763951663162,2.38232377876137,1.72522007095264,6.84013944350203
"22",3.25583247607083,2.41054357341989,1.77081557963975,6.88027005820204
"23",2.28137638089755,2.13694512879832,1.44294483562566,5.92309895549646
"24",2.307399448021,1.94585335863273,1.61843648184769,5.68404648451482
"25",2.04978971503867,1.9946647574501,1.39507888614438,5.46586601931012
"26",3.42146704945121,2.39017269358272,1.86674286737989,6.97938358441457
"27",1.99241769714745,1.91921690488945,1.37596641922711,5.33528515180164
"28",2.70667010840131,2.31727953365527,1.55113793000072,6.28804725705572
"29",3.01676150058893,2.45273497739004,1.68095718823356,6.71954130934974
"30",2.21194991166119,1.93631080029984,1.54834433836496,5.55616173381729
"31",2.38197261147915,2.0249808204019,1.49806052368855,5.87975629011348
"32",2.41302938257668,2.08251076923119,1.505728048111,6.05503522163811
"33",2.63611634331299,2.13600307887186,1.6018353320916,6.04800290200832
"34",2.65039629273276,2.13199562540616,1.59562476291288,6.13790407522599
"35",2.37904687071832,2.01893936438775,1.57960856329589,5.79678226420274
"36",2.75703200345016,2.18678021638582,1.64286604785459,6.24625277742609
"37",2.55132245383507,2.04220709268271,1.57440505227068,6.05369955419434
"38",2.37638335879604,2.01443158769731,1.49395074270523,5.80914537336441
"39",3.06683551239778,2.3338667824424,1.74512295608235,6.55625362383836
"40",2.24521786209559,2.00954636536168,1.50412250764728,5.67145186386786
"41",2.3470913646177,2.06680659035674,1.44254236013621,5.79221757975866
"42",2.44100803639348,1.98191885178515,1.56296391761792,5.81720088805809
"43",2.5365186401739,1.99193666003126,1.63021594021122,5.90718361384643
"44",2.79555699814714,2.24891340834294,1.61593344614494,6.31668149405204
"45",2.9218461144562,2.28896899694245,1.6853962516381,6.48207149250964
"46",2.6834848227902,2.04130700335086,1.72670507007424,6.09863149269328
"47",2.95598104007575,2.42858146782071,1.60366629898765,6.62030720522921
"48",2.33462826473637,2.00616252434949,1.47773097697258,5.74221703514462
"49",2.2893637263309,1.98861450776271,1.44489036471522,5.74988565195793
"50",2.37702003163953,2.00356774956285,1.54450841905181,5.76136489182249
"51",2.08467636194934,1.87466696829033,1.46612635362239,5.37440637723271
"52",2.10789875679055,2.02047671764697,1.34880939081376,5.54459202911408
"53",2.2398260389326,1.95980538039482,1.41987299358178,5.71350273842896
"54",2.70590951604652,2.09152784608881,1.63035170346334,6.15594245863281
"55",2.50378129904324,2.08269588439995,1.57785174961038,5.92847562567805
"56",2.21192309553139,2.06145319957585,1.38474344971502,5.66346438533358
"57",2.03254520027184,1.8342980006325,1.39782451846434,5.35597357661368
"58",2.62004294642094,2.25550709277125,1.52409238347032,6.16275651616009
"59",2.40146881065465,1.9498706486733,1.60698562054777,5.87642938081505
"60",2.56100703872394,2.05046693594251,1.66837273718616,5.97739099873514
"61",2.41759725259716,1.96067926948108,1.5590930816481,5.89748231531086
"62",2.54873907469052,2.23216627686742,1.53159212034297,6.09236611882594
"63",2.97689514530556,2.30722877046919,1.62890642664828,6.5904177708278
"64",2.34446649000541,2.00745087894594,1.54198044298808,5.73740261604614
"65",2.03493807390327,1.76073138175492,1.49739433603423,5.31135593874391
"66",2.55863661823345,2.06353113966662,1.58389423442214,5.96886949567042
"67",2.32271466507111,1.85720643819572,1.57254542144396,5.68186805610819
"68",1.92970541305748,1.86390094902065,1.41770766787714,5.26549261918957
"69",1.87827133777891,1.69625077864691,1.41406197074547,5.11250814144272
"70",1.55359887230339,1.56718259867671,1.24857105840701,4.70829043484369
"71",1.57372957898303,1.66379021298232,1.21463666971373,4.73442879485889
"72",1.7519850179295,1.73569470668323,1.31756003042095,5.00447836468109
"73",1.64228356480942,1.68658116326207,1.28583520818032,4.77506024191417
"74",3.25260140492121,2.31147897928513,1.76118444699321,6.78161072507467
"75",2.43354848589604,2.00258081930354,1.62748413350418,5.8334564752918
"76",2.33095256380745,1.97369912938633,1.57191122316803,5.90292354934766
"77",2.12727520385712,1.86473766329559,1.50030003158656,5.41171901439901
"78",2.04176167985419,1.91791836842808,1.42202612418217,5.31987434031467
"79",1.97779210085888,1.6894651982694,1.43535546520468,5.18835317174419
